RebelLaser.wav			70 2000 ; 000__1_0 - RebelLaser
EmpireLaser.wav			70 2000 ; 105_0_136_CrewCabinFront - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 105_0_136_CrewCabinFront - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 105_0_136_CrewCabinFront - IonCannon
IonCannonTurbo.wav		75 2800 ; 105_0_136_CrewCabinFront - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 105_0_136_CrewCabinFront - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 105_0_136_CrewCabinFront - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 105_0_136_CrewCabinFront - IonCannonStarship
unused ; 105_0_136_CrewCabinFront - unused
RebelLaser.wav			70 2000 ; 106_0_137_ConnectorRod - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 106_0_137_ConnectorRod - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 106_0_137_ConnectorRod - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 106_0_137_ConnectorRod - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 106_0_137_ConnectorRod - IonCannon
IonCannonTurbo.wav		75 2800 ; 106_0_137_ConnectorRod - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 106_0_137_ConnectorRod - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 106_0_137_ConnectorRod - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 106_0_137_ConnectorRod - IonCannonStarship
unused ; 106_0_137_ConnectorRod - unused
RebelLaser.wav			70 2000 ; 107_0_138_EngineBack - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 107_0_138_EngineBack - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 107_0_138_EngineBack - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 107_0_138_EngineBack - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 107_0_138_EngineBack - IonCannon
IonCannonTurbo.wav		75 2800 ; 107_0_138_EngineBack - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 107_0_138_EngineBack - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 107_0_138_EngineBack - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 107_0_138_EngineBack - IonCannonStarship
unused ; 107_0_138_EngineBack - unused
RebelLaser.wav			70 2000 ; 108_0_0_Xwing - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 108_0_0_Xwing - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 108_0_0_Xwing - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 108_0_0_Xwing - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 108_0_0_Xwing - IonCannon
IonCannonTurbo.wav		75 2800 ; 108_0_0_Xwing - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 108_0_0_Xwing - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 108_0_0_Xwing - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 108_0_0_Xwing - IonCannonStarship
unused ; 108_0_0_Xwing - unused
RebelLaser.wav			70 2000 ; 109_0_0_Xwing - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 109_0_0_Xwing - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 109_0_0_Xwing - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 109_0_0_Xwing - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 109_0_0_Xwing - IonCannon
IonCannonTurbo.wav		75 2800 ; 109_0_0_Xwing - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 109_0_0_Xwing - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 109_0_0_Xwing - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 109_0_0_Xwing - IonCannonStarship
unused ; 109_0_0_Xwing - unused
RebelLaser.wav			70 2000 ; 110_0_139_EngineFront - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 110_0_139_EngineFront - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 110_0_139_EngineFront - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 110_0_139_EngineFront - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 110_0_139_EngineFront - IonCannon
IonCannonTurbo.wav		75 2800 ; 110_0_139_EngineFront - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 110_0_139_EngineFront - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 110_0_139_EngineFront - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 110_0_139_EngineFront - IonCannonStarship
unused ; 110_0_139_EngineFront - unused
RebelLaser.wav			70 2000 ; 111_0_140_CrewCabinBack - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 111_0_140_CrewCabinBack - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 111_0_140_CrewCabinBack - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 111_0_140_CrewCabinBack - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 111_0_140_CrewCabinBack - IonCannon
IonCannonTurbo.wav		75 2800 ; 111_0_140_CrewCabinBack - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 111_0_140_CrewCabinBack - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 111_0_140_CrewCabinBack - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 111_0_140_CrewCabinBack - IonCannonStarship
unused ; 111_0_140_CrewCabinBack - unused
RebelLaser.wav			70 2000 ; 112_0_0_Xwing - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 112_0_0_Xwing - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 112_0_0_Xwing - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 112_0_0_Xwing - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 112_0_0_Xwing - IonCannon
IonCannonTurbo.wav		75 2800 ; 112_0_0_Xwing - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 112_0_0_Xwing - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 112_0_0_Xwing - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 112_0_0_Xwing - IonCannonStarship
unused ; 112_0_0_Xwing - unused
RebelLaser.wav			70 2000 ; 113_0_0_Xwing - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 113_0_0_Xwing - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 113_0_0_Xwing - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 113_0_0_Xwing - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 113_0_0_Xwing - IonCannon
IonCannonTurbo.wav		75 2800 ; 113_0_0_Xwing - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 113_0_0_Xwing - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 113_0_0_Xwing - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 113_0_0_Xwing - IonCannonStarship
unused ; 113_0_0_Xwing - unused
RebelLaser.wav			70 2000 ; 114_0_0_Xwing - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 114_0_0_Xwing - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 114_0_0_Xwing - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 114_0_0_Xwing - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 114_0_0_Xwing - IonCannon
IonCannonTurbo.wav		75 2800 ; 114_0_0_Xwing - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 114_0_0_Xwing - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 114_0_0_Xwing - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 114_0_0_Xwing - IonCannonStarship
unused ; 114_0_0_Xwing - unused
RebelLaser.wav			70 2000 ; 115_0_142_Suprosa - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 115_0_142_Suprosa - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 115_0_142_Suprosa - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 115_0_142_Suprosa - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 115_0_142_Suprosa - IonCannon
IonCannonTurbo.wav		75 2800 ; 115_0_142_Suprosa - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 115_0_142_Suprosa - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 115_0_142_Suprosa - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 115_0_142_Suprosa - IonCannonStarship
unused ; 115_0_142_Suprosa - unused
RebelLaser.wav			70 2000 ; 116__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 116__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 116__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 116__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 116__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 116__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 116__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 116__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 116__1_0 - IonCannonStarship
unused ; 116__1_0 - unused
RebelLaser.wav			70 2000 ; 117__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 117__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 117__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 117__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 117__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 117__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 117__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 117__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 117__1_0 - IonCannonStarship
unused ; 117__1_0 - unused
RebelLaser.wav			70 2000 ; 118__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 118__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 118__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 118__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 118__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 118__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 118__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 118__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 118__1_0 - IonCannonStarship
unused ; 118__1_0 - unused
RebelLaser.wav			70 2000 ; 119__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 119__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 119__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 119__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 119__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 119__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 119__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 119__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 119__1_0 - IonCannonStarship
unused ; 119__1_0 - unused
RebelLaser.wav			70 2000 ; 120__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 120__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 120__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 120__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 120__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 120__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 120__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 120__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 120__1_0 - IonCannonStarship
unused ; 120__1_0 - unused
RebelLaser.wav			70 2000 ; 121__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 121__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 121__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 121__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 121__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 121__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 121__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 121__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 121__1_0 - IonCannonStarship
unused ; 121__1_0 - unused
RebelLaser.wav			70 2000 ; 122__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 122__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 122__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 122__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 122__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 122__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 122__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 122__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 122__1_0 - IonCannonStarship
unused ; 122__1_0 - unused
RebelLaser.wav			70 2000 ; 123__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 123__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 123__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 123__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 123__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 123__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 123__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 123__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 123__1_0 - IonCannonStarship
unused ; 123__1_0 - unused
RebelLaser.wav			70 2000 ; 124__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 124__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 124__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 124__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 124__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 124__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 124__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 124__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 124__1_0 - IonCannonStarship
unused ; 124__1_0 - unused
RebelLaser.wav			70 2000 ; 125__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 125__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 125__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 125__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 125__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 125__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 125__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 125__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 125__1_0 - IonCannonStarship
unused ; 125__1_0 - unused
RebelLaser.wav			70 2000 ; 126_0_80_Corvette2 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 126_0_80_Corvette2 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 126_0_80_Corvette2 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 126_0_80_Corvette2 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 126_0_80_Corvette2 - IonCannon
IonCannonTurbo.wav		75 2800 ; 126_0_80_Corvette2 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 126_0_80_Corvette2 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 126_0_80_Corvette2 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 126_0_80_Corvette2 - IonCannonStarship
unused ; 126_0_80_Corvette2 - unused
RebelLaser.wav			70 2000 ; 127_0_81_ModCorvette - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 127_0_81_ModCorvette - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 127_0_81_ModCorvette - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 127_0_81_ModCorvette - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 127_0_81_ModCorvette - IonCannon
IonCannonTurbo.wav		75 2800 ; 127_0_81_ModCorvette - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 127_0_81_ModCorvette - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 127_0_81_ModCorvette - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 127_0_81_ModCorvette - IonCannonStarship
unused ; 127_0_81_ModCorvette - unused
RebelLaser.wav			70 2000 ; 128_0_82_Frigate2 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 128_0_82_Frigate2 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 128_0_82_Frigate2 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 128_0_82_Frigate2 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 128_0_82_Frigate2 - IonCannon
IonCannonTurbo.wav		75 2800 ; 128_0_82_Frigate2 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 128_0_82_Frigate2 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 128_0_82_Frigate2 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 128_0_82_Frigate2 - IonCannonStarship
unused ; 128_0_82_Frigate2 - unused
RebelLaser.wav			70 2000 ; 129_0_83_ModFrigate - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 129_0_83_ModFrigate - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 129_0_83_ModFrigate - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 129_0_83_ModFrigate - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 129_0_83_ModFrigate - IonCannon
IonCannonTurbo.wav		75 2800 ; 129_0_83_ModFrigate - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 129_0_83_ModFrigate - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 129_0_83_ModFrigate - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 129_0_83_ModFrigate - IonCannonStarship
unused ; 129_0_83_ModFrigate - unused
RebelLaser.wav			70 2000 ; 130_0_84_PassengerLiner - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 130_0_84_PassengerLiner - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 130_0_84_PassengerLiner - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 130_0_84_PassengerLiner - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 130_0_84_PassengerLiner - IonCannon
IonCannonTurbo.wav		75 2800 ; 130_0_84_PassengerLiner - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 130_0_84_PassengerLiner - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 130_0_84_PassengerLiner - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 130_0_84_PassengerLiner - IonCannonStarship
unused ; 130_0_84_PassengerLiner - unused
RebelLaser.wav			70 2000 ; 131_0_85_CarrackCruiser - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 131_0_85_CarrackCruiser - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 131_0_85_CarrackCruiser - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 131_0_85_CarrackCruiser - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 131_0_85_CarrackCruiser - IonCannon
IonCannonTurbo.wav		75 2800 ; 131_0_85_CarrackCruiser - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 131_0_85_CarrackCruiser - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 131_0_85_CarrackCruiser - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 131_0_85_CarrackCruiser - IonCannonStarship
unused ; 131_0_85_CarrackCruiser - unused
RebelLaser.wav			70 2000 ; 132_0_86_StrikeCruiser - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 132_0_86_StrikeCruiser - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 132_0_86_StrikeCruiser - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 132_0_86_StrikeCruiser - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 132_0_86_StrikeCruiser - IonCannon
IonCannonTurbo.wav		75 2800 ; 132_0_86_StrikeCruiser - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 132_0_86_StrikeCruiser - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 132_0_86_StrikeCruiser - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 132_0_86_StrikeCruiser - IonCannonStarship
unused ; 132_0_86_StrikeCruiser - unused
RebelLaser.wav			70 2000 ; 133_0_87_EscortCarrier - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 133_0_87_EscortCarrier - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 133_0_87_EscortCarrier - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 133_0_87_EscortCarrier - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 133_0_87_EscortCarrier - IonCannon
IonCannonTurbo.wav		75 2800 ; 133_0_87_EscortCarrier - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 133_0_87_EscortCarrier - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 133_0_87_EscortCarrier - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 133_0_87_EscortCarrier - IonCannonStarship
unused ; 133_0_87_EscortCarrier - unused
RebelLaser.wav			70 2000 ; 134_0_88_Dreadnaught2 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 134_0_88_Dreadnaught2 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 134_0_88_Dreadnaught2 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 134_0_88_Dreadnaught2 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 134_0_88_Dreadnaught2 - IonCannon
IonCannonTurbo.wav		75 2800 ; 134_0_88_Dreadnaught2 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 134_0_88_Dreadnaught2 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 134_0_88_Dreadnaught2 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 134_0_88_Dreadnaught2 - IonCannonStarship
unused ; 134_0_88_Dreadnaught2 - unused
RebelLaser.wav			70 2000 ; 135_0_89_CalamariCruiserNew - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 135_0_89_CalamariCruiserNew - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 135_0_89_CalamariCruiserNew - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 135_0_89_CalamariCruiserNew - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 135_0_89_CalamariCruiserNew - IonCannon
IonCannonTurbo.wav		75 2800 ; 135_0_89_CalamariCruiserNew - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 135_0_89_CalamariCruiserNew - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 135_0_89_CalamariCruiserNew - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 135_0_89_CalamariCruiserNew - IonCannonStarship
unused ; 135_0_89_CalamariCruiserNew - unused
RebelLaser.wav			70 2000 ; 136_0_90_LightCalamariCruiser - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 136_0_90_LightCalamariCruiser - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 136_0_90_LightCalamariCruiser - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 136_0_90_LightCalamariCruiser - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 136_0_90_LightCalamariCruiser - IonCannon
IonCannonTurbo.wav		75 2800 ; 136_0_90_LightCalamariCruiser - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 136_0_90_LightCalamariCruiser - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 136_0_90_LightCalamariCruiser - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 136_0_90_LightCalamariCruiser - IonCannonStarship
unused ; 136_0_90_LightCalamariCruiser - unused
RebelLaser.wav			70 2000 ; 137_0_91_Interdictor2 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 137_0_91_Interdictor2 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 137_0_91_Interdictor2 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 137_0_91_Interdictor2 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 137_0_91_Interdictor2 - IonCannon
IonCannonTurbo.wav		75 2800 ; 137_0_91_Interdictor2 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 137_0_91_Interdictor2 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 137_0_91_Interdictor2 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 137_0_91_Interdictor2 - IonCannonStarship
unused ; 137_0_91_Interdictor2 - unused
RebelLaser.wav			70 2000 ; 138_0_92_VictoryStarDestroyer2 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 138_0_92_VictoryStarDestroyer2 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 138_0_92_VictoryStarDestroyer2 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 138_0_92_VictoryStarDestroyer2 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 138_0_92_VictoryStarDestroyer2 - IonCannon
IonCannonTurbo.wav		75 2800 ; 138_0_92_VictoryStarDestroyer2 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 138_0_92_VictoryStarDestroyer2 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 138_0_92_VictoryStarDestroyer2 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 138_0_92_VictoryStarDestroyer2 - IonCannonStarship
unused ; 138_0_92_VictoryStarDestroyer2 - unused
RebelLaser.wav			70 2000 ; 139_0_93_ImperialStarDestroyer2 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 139_0_93_ImperialStarDestroyer2 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 139_0_93_ImperialStarDestroyer2 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 139_0_93_ImperialStarDestroyer2 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 139_0_93_ImperialStarDestroyer2 - IonCannon
IonCannonTurbo.wav		75 2800 ; 139_0_93_ImperialStarDestroyer2 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 139_0_93_ImperialStarDestroyer2 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 139_0_93_ImperialStarDestroyer2 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 139_0_93_ImperialStarDestroyer2 - IonCannonStarship
unused ; 139_0_93_ImperialStarDestroyer2 - unused
RebelLaser.wav			70 2000 ; 140_0_94_SuperStarDestroyer - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 140_0_94_SuperStarDestroyer - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 140_0_94_SuperStarDestroyer - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 140_0_94_SuperStarDestroyer - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 140_0_94_SuperStarDestroyer - IonCannon
